main_category,subcategory,master_name,review_amount,rating,size,details,True to size (size_ag),Too Big (size_ag),Small (size_ag),Too Small (size_ag),Not specified (size_ag),Big (size_ag),Not specified (experience),Quality (experience),Stylish (experience),Comfortable (experience),Verified Buyer,Verified Reviewer,Unverified
Woman's,Womens-sandals,Lumina,8,4.9,Big,".5 inch heel height; Suede; Textile lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",3.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,3.0,7.0,0.0,1.0
Woman's,Womens-sandals,Linear,18,4.9,True to size,"1 inch heel height; Suede upper material with hardware; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",10.0,4.0,1.0,0.0,2.0,1.0,13.0,3.0,5.0,4.0,11.0,4.0,3.0
Woman's,Womens-sandals,Bigschmonj,16,4.3,Big,"2 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",7.0,3.0,0.0,1.0,2.0,3.0,4.0,8.0,9.0,10.0,14.0,2.0,0.0
Woman's,Womens-sandals,Bigmona,343,4.7,True to size,"Flatform sandal; Ankle strap with stay-put and turnlock closure; Adjustable stay-put front strap; Molded footbed; 2 inch heel height; Raffia and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",55.0,15.0,20.0,5.0,10.0,3.0,76.0,18.0,25.0,23.0,100.0,4.0,4.0
Woman's,Womens-sandals,Bigschmona,40,4.5,True to size,"2 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",21.0,7.0,6.0,2.0,3.0,1.0,30.0,6.0,10.0,8.0,37.0,0.0,3.0
Woman's,Womens-sandals,Tracie,12,4.8,Big,2 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,9.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,3.0,11.0,0.0,1.0
Woman's,Womens-sandals,Mayven,359,4.0,True to size,"Suede flatform slide; Slip-on style with adjustable top strap; Cutout details on wide front strap; Hook-and-loop adjustable top strap; Molded footbed; 1.25 inch heel height; Suede and leather upper mateiral; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: runs small, size up a half size; Imported",55.0,14.0,15.0,8.0,12.0,4.0,85.0,10.0,18.0,15.0,95.0,5.0,8.0
Woman's,Womens-sandals,Kiwi,7,4.6,Big,"2.75 inch heel height; Suede upper material; Synthetic lining; Suede sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",4.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,2.0,1.0,6.0,0.0,1.0
Woman's,Womens-sandals,Kaya,57,4.5,True to size,"Slide sandal; Slip-on style; .5 inch heel height; Leather upper material; Synthetic lining; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",34.0,7.0,2.0,1.0,6.0,4.0,53.0,0.0,1.0,0.0,53.0,0.0,1.0
Woman's,Womens-sandals,Cento,18,4.4,True to size,"1.25 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Flexible wood bottom for added comfort; Fit tip: If you are in between sizes, size up a half-size; Imported",11.0,0.0,4.0,0.0,3.0,0.0,10.0,6.0,7.0,5.0,15.0,0.0,3.0
Woman's,Womens-sandals,Beachy,32,4.4,True to size,Square toe flatform slide sandal; Slip-on style; Woven raffia wrapped sole; 1.5 inch heel height; Raffia upper material; Textile lining; Vegan leather sock; Synthetic sole; Imported,18.0,4.0,3.0,2.0,3.0,2.0,30.0,0.0,1.0,1.0,29.0,0.0,3.0
Woman's,Womens-sandals,Maliyah,5,5.0,Big,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0
Woman's,Womens-sandals,Klio,22,4.9,True to size,.5 inch heel height; Synthetic upper material with ornaments; Synthetic lining; Synthetic sock; Synthetic sole; Imported,16.0,2.0,0.0,0.0,2.0,2.0,18.0,2.0,3.0,1.0,20.0,0.0,2.0
Woman's,Womens-sandals,Cayman,10,4.9,True to size,4.25 inch heel height; 1.5 inch platform; PVC upper material; Unlined; Synthetic sock; Synthetic sole; Imported,6.0,1.0,2.0,0.0,0.0,1.0,6.0,2.0,4.0,2.0,10.0,0.0,0.0
Woman's,Womens-sandals,Jellie,26,4.1,Small,".5 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",2.0,1.0,12.0,8.0,3.0,0.0,21.0,2.0,5.0,0.0,20.0,2.0,4.0
Woman's,Womens-sandals,Dipsy,7,3.7,Small,".5 inch heel height; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,6.0,0.0,1.0
Woman's,Womens-sandals,Tango,1,5.0,True to size,.5 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Woman's,Womens-sandals,Hadyn-m,11,4.5,True to size,"Slip-on style; Cutout details on strap; .75 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",6.0,2.0,1.0,1.0,1.0,0.0,6.0,2.0,5.0,2.0,10.0,1.0,0.0
Woman's,Womens-sandals,Slinky30,675,4.3,Small,"2.25 inch heel height; 1.25 inch platform; Textile upper material; Synthetic lining; Vegan leather sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",51.0,3.0,24.0,16.0,10.0,4.0,102.0,2.0,5.0,6.0,105.0,1.0,2.0
Woman's,Womens-sandals,Hadyn,1375,3.9,True to size,"Slip-on style; Cutout details on strap; .75 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",55.0,13.0,19.0,10.0,8.0,3.0,88.0,12.0,16.0,12.0,97.0,6.0,5.0
Woman's,Womens-sandals,Marlena,12,4.8,True to size,"3.75 inch heel height; 1.5 inch platform; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",6.0,1.0,2.0,2.0,1.0,0.0,9.0,2.0,3.0,2.0,12.0,0.0,0.0
Woman's,Womens-sandals,Arwen,21,4.6,True to size,"2.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",13.0,2.0,4.0,1.0,1.0,0.0,4.0,10.0,16.0,14.0,19.0,0.0,2.0
Woman's,Womens-sandals,Odyssey,10,4.6,True to size,".5 inch heel height; Leather upper material with hardware; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",4.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,3.0,2.0,5.0,1.0,4.0
Woman's,Womens-sandals,Zani,0,,,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported; Link chain anklet; Lobster clasp closure; Length: 9 inches + 1 inch extender; Metal Materials: 99% Iron & 1% Cubic Zirconia; Weight: 28g; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Thona,0,,,"1.5 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported; Straw crescent shoulder bag; Top-zipper closure; Knotted printed square scarf; Shoulder strap: 4 inches; 14in H x 14in W x 2in D; Straw materials; Duster bag included; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Tracie-j,12,4.7,True to size,"2 inch heel height; PVC upper material; Unlined; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",7.0,1.0,1.0,0.0,2.0,1.0,7.0,3.0,4.0,4.0,11.0,1.0,0.0
Woman's,Womens-sandals,Mona,547,4.6,True to size,Leather flatform sandal; Adjustable hook-and-loop closure on front strap; Molded footbed; 1 inch heel height; Leather upper material with hardware; Synthetic lining; Synthetic sole; Synthetic sock; Imported,47.0,10.0,16.0,10.0,13.0,3.0,85.0,9.0,12.0,9.0,93.0,4.0,2.0
Woman's,Womens-sandals,Sunkissed,7,4.9,True to size,"3.5 inch heel height; 1 inch platform; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",4.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,2.0
Woman's,Womens-sandals,Cary,0,,,2.75 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported; Soft frame clutch; Clamshell closure with mag snap; Chain strap; Crossbody strap: 24 inches; 5.5in H x 9.5in W x 2in D; Synthetic materials; Interior slip pocket; Duster bag included; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Calissi,3,4.7,True to size,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0
Woman's,Womens-sandals,Brazinn,7,5.0,Big,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,6.0,5.0,7.0,0.0,0.0
Woman's,Womens-sandals,Beachy-w,0,,,Square toe flatform slide sandal; Slip-on style; 1.5 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Donddi2,5,5.0,Small,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,1.0
Woman's,Womens-sandals,Merla,13,4.6,True to size,.5 inch heel height; Raffia and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,8.0,1.0,0.0,0.0,3.0,1.0,7.0,1.0,5.0,2.0,11.0,0.0,2.0
Woman's,Womens-sandals,Caribbean,5,5.0,True to size,1.75 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0
Woman's,Womens-sandals,Bigmona-f,4,4.0,True to size,"Flatform sandal; Ankle strap with stay-put and turnlock closure; Adjustable stay-put front strap; Molded footbed; 2 inch heel height; Faux shearling upper material; Faux shearling lining; Faux shearling sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0
Woman's,Womens-sandals,Haven,5,4.8,True to size,4.25 inch heel height; 1.5 inch platform; Raffia and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,0.0,0.0
Woman's,Womens-sandals,Mayven-w,0,,,"Leather flatform slide; Slip-on style with adjustable top strap; Cutout details on wide front strap; Hook-and-loop adjustable top strap; Molded footbed; 1.25 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: runs small, size up a half size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Travel,1222,3.8,True to size,".5 inch heel height; Vegan leather upper material with hardware; Vegan leather lining; Vegan leather sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",48.0,4.0,18.0,12.0,23.0,3.0,106.0,1.0,2.0,1.0,104.0,2.0,2.0
Woman's,Womens-sandals,Nashira,9,4.8,Big,".5 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",4.0,1.0,0.0,0.0,2.0,2.0,6.0,3.0,3.0,3.0,6.0,1.0,2.0
Woman's,Womens-sandals,Cento-c,3,4.0,True to size,"1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Flexible wood bottom for added comfort; Fit tip: If you are in between sizes, size up a half-size; This footwear is made with genuine leather and is hand finished. Any color variations or slight imperfections are part of the natural beauty of the leather.; Imported",2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0
Woman's,Womens-sandals,Conga,5,4.6,Small,"2 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,4.0,0.0,1.0
Woman's,Womens-sandals,Mona-c,5,4.2,True to size,Flatform sandal; Adjustable hook-and-loop closure on front strap; Molded footbed; 1 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; This footwear is made with genuine leather and is hand finished. Any color variations or slight imperfections are part of the natural beauty of the leather.; Imported,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,5.0,0.0,0.0
Woman's,Womens-sandals,Hadyn-s,1,4.0,Too Big,"Slip-on style; Cutout details on strap; .75 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Jarelli,3,4.3,Big,"1.5 inch heel height; 1 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Padded insole for comfort with a flexible bottom; Fit tip: If you are in between sizes, size down a half-size; Imported",0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
Woman's,Womens-sandals,Boardwalk,0,,,1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported; Link chain anklet; Lobster clasp closure; Length: 9 inches + 1 inch extender; Metal Materials: 99% Iron & 1% Cubic Zirconia; Weight: 28g; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Saga,3,5.0,True to size,.5 inch heel height; Leather upper material with hardware; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0
Woman's,Womens-sandals,Kindred,1,5.0,Too Big,.5 inch heel height; Textile upper material with stone ornaments; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Woman's,Womens-sandals,Seabreeze,3,4.3,Big,".25 inch heel height; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0
Woman's,Womens-sandals,Baroni,2,5.0,True to size,1.5 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
Woman's,Womens-sandals,Marika,52,4.9,True to size,Flat slide sandal; Slip-on style; Oversized rhinestone buckle strap embellishment; .5 inch heel height; PVC upper material with rhinestone ornament; Unlined; Textile sock; Synthetic sole; Imported,37.0,6.0,0.0,0.0,6.0,3.0,50.0,1.0,2.0,2.0,50.0,0.0,2.0
Woman's,Womens-sandals,Katelyn,20,4.6,Big,1 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,11.0,3.0,0.0,0.0,2.0,4.0,18.0,1.0,1.0,2.0,19.0,0.0,1.0
Woman's,Womens-sandals,Kade,5,4.2,Small,".5 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,4.0,1.0,0.0
Woman's,Womens-sandals,Grover,2,4.5,Small,"2 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
Woman's,Womens-sandals,Kids,0,,,Slingback ankle strap with hook and loop adjustable velcro; Velcro top straps; Comfort sock; .75 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported; Slingback ankle strap with elastic; Velcro top straps; Comfort sock; 1 inch heel height; Vegan leather upper material; Textile lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Irenee,240,3.9,True to size,Suede or man-made upper material; Man-made or leather lining; Man-made sole; 2 inch heel height; Imported,59.0,1.0,9.0,5.0,33.0,1.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0
Woman's,Womens-sandals,Retreat,3,4.3,Small,".5 inch heel height; Textile upper material with stones; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
Woman's,Womens-sandals,Keely,5,4.6,Big,.5 inch heel height; Raffia upper material with hardware; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,5.0,0.0,0.0
Woman's,Womens-sandals,Locket,47,4.9,True to size,Espadrille platform wedge sandal; Wrapped ankle ties; Raffia braid wrapped platform wedge sole; Closed toe; 4.75 inch heel height; 1.5 inch platform; Textile upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,33.0,8.0,1.0,0.0,5.0,0.0,46.0,1.0,1.0,1.0,40.0,2.0,5.0
Woman's,Womens-sandals,Scarla,5,4.4,Big,"2.25 inch heel height; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0
Woman's,Womens-sandals,Kooper,1,4.0,,.5 inch heel height; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Meduza,7,4.1,True to size,".5 inch heel height; Leather upper material; Unlined; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",4.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,7.0,0.0,0.0
Woman's,Womens-sandals,Bischmona,0,,,"2 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported; Shoulder bag tote with buckle detail; Inside zip pouch; Snap button closure; Shoulder strap: 7 inches; 11in H x 15.5in W x 8in D; Suede materials; Duster bag included; Imported; Shoulder bag tote with buckle detail; Inside zip pouch; Snap button closure; Shoulder strap: 7 inches; 11in H x 15.5in W x 8in D; Suede materials; Duster bag included; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Marnie,3,4.3,Big,.5 inch heel height; Synthetic upper material; Leather lining; Synthetic sock; Synthetic sole; Imported,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Woman's,Womens-sandals,Marella,0,,,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Marin,0,,,.5 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Knicky,90,4.7,True to size,Flat slide sandals with faux rhinestone embellishment; Slip-on style; .5 inch heel height; Textile upper material with stones; Textile lining; Vegan leather sock; Synthetic sole; Imported,35.0,13.0,0.0,1.0,4.0,1.0,54.0,0.0,0.0,0.0,53.0,0.0,1.0
Woman's,Womens-sandals,Mayven-s,24,4.5,True to size,Faux shearling flatform slide; Slip-on style; Cutout details on wide front strap; Stay-put adjustable top strap; Molded footbed; 1 inch heel height; Faux shearling upper material; Faux shearling lining; Faux shearling sock; Synthetic sole; Imported,13.0,0.0,1.0,1.0,7.0,2.0,24.0,0.0,0.0,0.0,21.0,0.0,3.0
Woman's,Womens-sandals,Gillian-r,2,4.0,Big,"2.25 inch heel height; Textile and leather upper material with stones; Unlined; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Pinnacle,1,5.0,True to size,5 inch heel height; 1 inch platform; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Senses,1,5.0,True to size,3.5 inch heel height; Leather upper material; Synthetic lining; Leather sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Matina,39,4.9,True to size,Flatform sandal; Ankle strap with stay-put closure; Triangular hardware; Wide flatform sole with graduated tiers; 2 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,25.0,8.0,1.0,0.0,3.0,2.0,38.0,1.0,1.0,1.0,38.0,0.0,1.0
Woman's,Womens-sandals,Mojito,3,5.0,Big,.5 inch heel height; Textile upper material; Synthetic lining; Textile and synthetic sock; Synthetic sole; Imported,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Woman's,Womens-sandals,Hades,0,,,2.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Lucero,2,5.0,True to size,5 inch heel height; 2 inch platform; Textile upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
Woman's,Womens-sandals,Wade,1,5.0,True to size,".75 inch heel height; Microsuede upper material; Microsuede lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Woman's,Womens-sandals,Duri,89,4.6,True to size,Square toe slide sandal; Slip-on style; Embellished crossed straps; Square toe; .5 inch heel height; Raffia upper material with ornaments; Synthetic lining; Rafiia sock; Synthetic sole; Imported,34.0,6.0,2.0,0.0,8.0,4.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0
Woman's,Womens-sandals,Camari,2,5.0,True to size,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Loco,1,3.0,,.5 inch heel height; Vegan leather upper material; Vegan leather lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Cadenza,1,5.0,True to size,.5 inch heel height; Raffia and synthetic upper material with ornaments; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Woman's,Womens-sandals,Reef,0,,,".5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Teddy-t,682,4.0,True to size,Synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; 1 inch heel height; Imported,70.0,7.0,7.0,6.0,15.0,3.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0
Woman's,Womens-sandals,Mayven-f,4,3.8,True to size,1.25 inch heel height; Leather upper material; Faux fur lining; Faux fur sock; Synthetic sole; Imported,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sandals,Silas,3,3.0,True to size,2.5 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Woman's,Womens-sandals,River,7,4.6,Big,"4.5 inch heel height; 2 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",4.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,7.0,0.0,0.0
Woman's,Womens-sandals,Cosmo,3,4.7,Small,4.25 inch heel height; 1.25 inch platform; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
Woman's,Womens-sandals,Picnic,0,,,.5 inch heel height; Raffia and synthetic upper material; Synthetic lining; Synthetic raffia sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Lynley,24,4.3,True to size,.5 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,13.0,4.0,1.0,2.0,2.0,2.0,24.0,0.0,0.0,0.0,19.0,2.0,3.0
Woman's,Womens-sandals,Boho,1,2.0,Too Small,.5 inch heel height; Vegan leather upper material with hardware; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Sunset,3,4.7,Big,"4 inch heel height; 2.5 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0
Woman's,Womens-sandals,Cabo,36,4.4,True to size,1 inch heel height; Vegan leather upper material with ornaments; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,13.0,5.0,9.0,2.0,4.0,3.0,36.0,0.0,0.0,0.0,31.0,3.0,2.0
